subdir,unrefined_iou,unrefined_boundary_iou,refined_iou,refined_boundary_iou
00000,0.9795063796246121,0.8877073392410816,0.9847481966888401,0.9206751833233409
00001,0.9646206480177097,0.8967795210569777,0.9738540863139945,0.9175710134614244
00002,0.8277347114556417,0.8234777214928151,0.9049239202343824,0.8843041637639998
00003,0.8961061946902655,0.7892547353513897,0.8856336805555556,0.7700152983171851
00004,0.9001127872550402,0.8598645976873764,0.9405692375755789,0.9012128562765312
00005,0.8502992289101162,0.6357180523817895,0.903219888083662,0.7602802538424857
00006,0.9365504426713303,0.8507970512255056,0.9602974892355869,0.8828198828198828
00007,0.8188715953307393,0.8701060358890701,0.9334831460674158,0.973664163673958
00008,0.931105306187561,0.7538570554320868,0.9439985443664962,0.8165914770698777
00009,0.9546897609226184,0.8343007186290768,0.9722649892227159,0.889397442551786
00010,0.7285198555956679,0.533036756126021,0.7596495578146955,0.5767915551590842
00011,0.8465247523217414,0.5401834429468841,0.8542062774678179,0.5700160342063068
00012,0.9539015828047053,0.6918974490779413,0.9543900184842884,0.674016046496936
00013,0.9224109900829134,0.8042806707855251,0.9189342403628118,0.7741480805903325
00014,0.8497827975673328,0.7556286932455681,0.9013597603134362,0.8485464207564865
00015,0.03561133797742013,0.22449467767013515,0.014712495984580791,0.21560362995139995
00016,0.7826835355882606,0.7690492245448416,0.8900872634572017,0.8272288186757899
00017,0.9628348244452253,0.8683769282360831,0.971208114076942,0.884928631402183
00018,0.8304730807198725,0.498819641170916,0.8325085649029311,0.5524522806470068
00019,0.757449088960343,0.5865398612256781,0.7711445488619697,0.6162135353262095
00020,0.0,0.0,0.0,0.0
00021,0.7668994413407821,0.5102322770054399,0.7399604707573444,0.4691411648568608
00022,0.9332786717228656,0.889261744966443,0.9492984194877679,0.9057839925683274
00023,0.9219012311135982,0.8432063232956742,0.9338420585625554,0.8585369993211134
00024,0.7847482014388489,0.8603566529492456,0.9284712482468443,0.9603127766302744
00025,0.942845302986835,0.8351024890190337,0.9469117223271749,0.8467086642928878
00026,0.7984121215509771,0.6284286199129925,0.8641549402330155,0.7839706271500397
00027,0.9571926999463232,0.8342161469457496,0.9632788065612132,0.8697789748193749
