subdir,unrefined_iou,unrefined_boundary_iou,refined_iou,refined_boundary_iou
2007_000033_aeroplane,0.8254445421286974,0.7771054856075099,0.8893691661968302,0.8158561422681436
2007_000042_train,0.8664478311840563,0.5371434297548267,0.9409401813177918,0.7307991573833337
2007_000061_boat,0.707492795389049,0.7363608539291453,0.6972963098282792,0.6504773418935257
2007_000123_train,0.8795516011445146,0.6072456153518977,0.9568779474062825,0.8133124873331596
2007_000129_bicycle,0.7695380518283315,0.572445766270119,0.8766565298663617,0.6887956607979778
2007_000129_person,0.8757462354094271,0.7904447583787997,0.7209383365276479,0.6876361754119871
2007_000175_sheep,0.7846450546422996,0.5799722379714168,0.9467078732144876,0.8308337400718818
2007_000323_person,0.9581836023415559,0.5723725681991088,0.9773109360454615,0.7996784498778527
2007_000332_horse,0.747556567144196,0.6700788402848423,0.8117739571791114,0.7329424890075034
2007_000346_bottle,0.8843559904787094,0.7905826824745744,0.9577225130890052,0.9237052274927396
2007_000346_person,0.9378326392649723,0.7382222364176435,0.9426217143719123,0.7075039190748026
2007_000452_chair,0.0,0.0,0.0,0.0
2007_000452_sofa,0.4206763981498168,0.371103749435326,0.940034771613719,0.818394781417811
2007_000464_cow,0.8729602061265388,0.7824139188414857,0.9221271115824559,0.8478921281245003
2007_000491_cow,0.9282477267141804,0.5652271907681212,0.9628860412469625,0.7145751551221983
2007_000529_boat,0.07225630538513975,0.21784987686047758,0.10247558100370495,0.25234871148900434
2007_000559_bottle,0.8843037974683544,0.8918476034412126,0.9327751785274563,0.9180745508179137
2007_000572_bicycle,0.22033608268592356,0.4080006111224282,0.2238440267422731,0.45817824648469807
2007_000629_train,0.7297986699462512,0.5229227745739231,0.8171000573827429,0.6671197596222636
2007_000636_train,0.9618925071760863,0.8863730071467839,0.9586906082921416,0.894704916862913
2007_000661_sofa,0.8423610621962386,0.7493914454619218,0.9324208056315996,0.8886612459184327
2007_000663_bus,0.8863195672321658,0.5584200630279919,0.9805859094886286,0.914544497486069
2007_000663_car,0.627159501807955,0.5445263754963131,0.49654686398872444,0.3532776570186478
2007_000676_sheep,0.9535001877664627,0.8635514600585269,0.9606661626717659,0.8913195326390653
2007_000727_bus,0.8571525240221951,0.7933976261127597,0.9377806286080821,0.9193147122017414
2007_000727_car,0.7064667630057804,0.6814291323125246,0.7322996450588455,0.7008811621814718
2007_000727_person,0.5572550640760645,0.88672,0.5523769457299117,0.8266858881947782
2007_000762_bottle,0.8155832476875642,0.6847495779403489,0.8899836788974188,0.7561505527509745
2007_000762_diningtable,0.8763501150917783,0.49610411372078084,0.37038123167155423,0.34006465107434874
2007_000762_person,0.7671057284299858,0.6683073965428662,0.4051810800360871,0.35145851033701503
2007_000783_horse,0.8657824933687003,0.7565950854241081,0.8117805603908136,0.6877137274059599
2007_000783_person,0.796181843153413,0.8303202479338843,0.8457498272287491,0.9016839706254748
2007_000799_horse,0.8634534334695947,0.7261613231360434,0.8989857411005368,0.7712941963787783
2007_000799_person,0.8947861275542623,0.7087378640776699,0.9020720029361716,0.8003898933527006
2007_000804_chair,0.16110227874933758,0.3159790438768828,0.1501803012090787,0.24434985304550522
2007_000804_sofa,0.6729966152358345,0.4047003525264395,0.9208268795424759,0.815515288788222
2007_000830_chair,0.6221388728601654,0.6872188664696054,0.6859504132231405,0.7146002476950598
2007_000830_diningtable,0.7064989517819706,0.5582074038538418,0.7488593944421402,0.6275654003413917
2007_000837_boat,0.8221778221778222,0.7108913813459268,0.876473603280369,0.721086405014177
2007_000847_person,0.9170066793604739,0.8725616591928251,0.9509428177219071,0.8949722870888782
2007_000925_sheep,0.908043886767291,0.8546146283076134,0.9187358455919858,0.8713095649171271
2007_000999_person,0.9547533810660302,0.7727097421129766,0.962990903039716,0.7854995669231161
2007_001154_pottedplant,0.3632246376811594,0.8914904330312186,0.3996212121212121,0.9214593362047124
2007_001154_sofa,0.9655942155578202,0.8375546739904384,0.9763187818262719,0.7791107974594214
2007_001175_person,0.4006831687801226,0.46288629306520773,0.4706824340970682,0.5957548981943911
2007_001239_dog,0.8487981335216935,0.6962180938256186,0.8786871440285442,0.7612790446447862
2007_001284_person,0.9332869671053347,0.7501708861575764,0.8958637036377597,0.7873095097801347
2007_001288_aeroplane,0.7898581681476419,0.7958585661261965,0.8479610132867454,0.8498376077948259
2007_001289_bird,0.8179045092838196,0.8575595197720952,0.8501575126694974,0.9030556316799123
2007_001299_cow,0.8600840550611696,0.8870598395728923,0.9031563845050216,0.9248859995479866
2007_001311_bicycle,0.4591889496232826,0.7492927864214993,0.38447795014816105,0.7189417335803995
2007_001311_person,0.7946563444108762,0.817155193888566,0.7371562142537424,0.7096354704206745
2007_001408_bottle,0.8440958521797709,0.8395392006988426,0.7973830680597598,0.6583169152828595
2007_001408_person,0.9163292034865341,0.6405490313411624,0.9269977714103789,0.7844568108637827
2007_001408_pottedplant,0.3218510064328699,0.6567234848484849,0.19968123861566484,0.5530436484634957
2007_001423_person,0.8874304589707928,0.8002148502442643,0.8819893307742245,0.8436299992163214
2007_001430_diningtable,0.5756899169420381,0.21304192411785733,0.3579982126899017,0.15256095421855814
2007_001430_person,0.968707015130674,0.7785629125592486,0.9560645702720048,0.7734880913181869
2007_001430_pottedplant,0.6185972060535506,0.7100044634317414,0.6140944760732421,0.6293003478933127
2007_001457_chair,0.5324523251923721,0.68870437098543,0.8417754569190601,0.9258545491429151
2007_001457_sofa,0.9535407081416283,0.8970067950805863,0.9712059106320531,0.9158925293430494
2007_001458_sofa,0.07624321449030252,0.10242674583709824,0.20860602094240838,0.16379467265335843
2007_001526_person,0.9269946419873356,0.7627546350775346,0.815761567795746,0.7435505826886682
2007_001568_aeroplane,0.7857759364750561,0.5830205463105596,0.8454173284713988,0.6516175480155136
2007_001585_person,0.9228807718814611,0.9315675003883797,0.9536348835563107,0.9588543926782122
2007_001585_sofa,0.30069101009416704,0.3354381859264041,0.523368888589791,0.5293980746852851
2007_001586_horse,0.7432432432432432,0.7746295323173936,0.831163629080713,0.8421308515071537
2007_001586_person,0.8667959427207638,0.8786330935251798,0.8951395139513951,0.9106113443882997
2007_001587_bicycle,0.3389332213355733,0.6747681933127283,0.39029448361675656,0.7465184976789985
2007_001594_person,0.8039332538736591,0.8855402023718856,0.8402515723270441,0.9101346875689997
2007_001594_sheep,0.6606725146198831,0.8122134488028527,0.7904434728294816,0.9110345267726083
2007_001630_person,0.7765541924049761,0.8063597478613237,0.742812326997601,0.7659406766891148
2007_001677_chair,0.34191482548831253,0.44534133976472906,0.35981102362204725,0.4851981175041749
2007_001677_diningtable,0.14667327995465174,0.3258543895433543,0.11952820584828167,0.25961538461538464
2007_001678_person,0.8829983012457531,0.7645347110873567,0.8328269576025411,0.6883860414394766
2007_001717_chair,0.016487455197132617,0.1307877888095017,0.0,0.0
2007_001717_person,0.872500251231032,0.8226889620047776,0.9196615632554391,0.8841195862225759
2007_001733_sheep,0.7353515625,0.9202104487115043,0.7460650577124869,0.722747233444581
2007_001761_aeroplane,0.9266682010516438,0.7720055495606598,0.9741404114515897,0.9080242889979073
2007_001763_cat,0.9133684389332427,0.7473370414803504,0.9633645382143357,0.8766821994408202
2007_001763_dog,0.9239217611915869,0.7728143612811862,0.966028914384243,0.9102706012576246
2007_001763_sofa,0.8223653378082151,0.7094488075092926,0.9374731910119775,0.8346803337932847
2007_001774_cat,0.9390910596940748,0.8200213591141589,0.9435068730790263,0.8216944629753169
2007_001884_aeroplane,0.832066276803119,0.8258836009450793,0.8961514966401954,0.919277170817584
2007_001884_bus,0.8763063484635782,0.9102193116052391,0.9359198600731435,0.957851110416015
2007_001955_horse,0.6948338005606728,0.800552104899931,0.7841918294849023,0.8102409638554217
2007_002046_horse,0.9365164189196558,0.8057997452389565,0.8904775265136636,0.7546127868044584
2007_002094_bird,0.901352551047052,0.8936424327800576,0.9168782712338706,0.9335913690113373
2007_002119_person,0.8069744867122108,0.6107545309039174,0.831814535206632,0.7766649278386367
2007_002260_motorbike,0.956248483912938,0.8709452610238216,0.9749376275799501,0.9274653362705715
2007_002266_aeroplane,0.9241229917564233,0.8954502491837085,0.9575830703545573,0.9191916980471144
2007_002268_cat,0.3254040866117719,0.5967928159076331,0.8756110809342749,0.9042209887698464
2007_002268_dog,0.8614232209737828,0.6501254967580005,0.8082340195016251,0.6234487590072058
2007_002268_sofa,0.8089723087282216,0.7210733957193771,0.835812239885379,0.7426683039583936
2007_002284_pottedplant,0.7767459763754901,0.7265922700054437,0.6498077082699278,0.6390396008730901
2007_002376_aeroplane,0.7822348729385528,0.7372259201252936,0.8959887119532353,0.8759151193633953
2007_002378_person,0.5527336860670194,0.5583829209729617,0.8221476510067114,0.7847910242110098
2007_002378_pottedplant,0.5437693879095105,0.31711904363172605,0.40038944180008657,0.176771467489506
2007_002387_cow,0.8630412890231621,0.8854568854568855,0.9090217942219969,0.9313931743805517
2007_002387_person,0.7942723553477499,0.9375064346751776,0.565886287625418,0.6519513755598209
2007_002400_bird,0.9689052785466133,0.7929575631346004,0.9790352551016157,0.7681029054601062
2007_002412_bird,0.7789772727272727,0.875588637399362,0.8640483383685801,0.9168105477946947
2007_002426_person,0.7244261296032967,0.61311242719397,0.9528427128427128,0.8930070902266092
2007_002426_sofa,0.10627558687878945,0.1937223747493039,0.0,0.0
2007_002445_cat,0.7630565310977682,0.4049624278505826,0.9628759264368691,0.8360072136215659
2007_002470_cat,0.9075235693790602,0.7170944518350418,0.9279014419711605,0.7742213665443315
2007_002539_bus,0.9820750447631977,0.5010295126973233,0.9880736596001787,0.7613824579483971
2007_002539_person,0.8216317419169007,0.8105631905146861,0.8373331388139179,0.8876693259088718
2007_002565_person,0.9020876826722338,0.9228986540689901,0.8938717532467533,0.9417980100378621
2007_002565_train,0.8401975654338273,0.6498613150595529,0.8699605232390201,0.7754706167614513
2007_002597_cat,0.7747624995268915,0.6733706646339676,0.8976139469601832,0.8771956207892204
2007_002597_dog,0.8289029149097766,0.657885124646151,0.8897527856106442,0.7175162016822172
2007_002618_sheep,0.9012515509521497,0.7794985364947112,0.9355750528245386,0.8633189815038782
2007_002619_aeroplane,0.8924461029724188,0.784411787335539,0.9463914407772863,0.8985909174330635
2007_002624_diningtable,0.7027490768025663,0.50086887835703,0.9437356279207774,0.8519499402814561
2007_002624_person,0.856924360400445,0.7898932124494205,0.9275838417385653,0.8799116997792494
2007_002643_car,0.937598640281656,0.8710481437754165,0.9410167818361304,0.8871289764408359
2007_002643_motorbike,0.4098573281452659,0.5649927219796216,0.45001960015680126,0.5708378672470076
2007_002643_person,0.8188446438586652,0.8715432649420161,0.8932452276064611,0.9483246547430383
2007_002648_sheep,0.7081364719655475,0.5147356012125295,0.7431462140992167,0.5692281244627815
2007_002719_boat,0.2657777578916754,0.2755213479640127,0.46389816360601,0.31338107187302366
2007_002728_person,0.9592537924362139,0.7882859514422079,0.9649335863377609,0.7834510837025506
2007_002728_train,0.3573304157549234,0.5439900867410161,0.7710401381096245,0.8703823720025924
2007_002823_motorbike,0.8776841100683951,0.7565621271518663,0.8776825785393717,0.6603482477407979
2007_002823_person,0.825210244648318,0.8633371416136227,0.8752620545073375,0.9019898043085018
2007_002824_person,0.8838684682066928,0.5921370359191066,0.9797305803852449,0.7605143377332726
2007_002852_dog,0.921833375396091,0.7807676049152369,0.9521461926585609,0.8328515034559676
2007_002903_cow,0.9467803488964417,0.7604851936629238,0.9684845163058372,0.8590390480852506
2007_003011_chair,0.3086350974930362,0.47635921303152107,0.2865212094362609,0.43652155264850956
2007_003011_sofa,0.9487455928203036,0.8428849319168038,0.9385924296793611,0.7460623151523489
2007_003020_person,0.9403678309542849,0.7869897268312058,0.6292214465431093,0.6096748205654021
2007_003020_pottedplant,0.17281158109025108,0.24793053075799384,0.38967254408060453,0.5729420588786799
2007_003022_horse,0.7289081619509682,0.7856887979636986,0.8597125968202202,0.9071364046973803
2007_003022_person,0.5944926442851755,0.8597438473129081,0.6042206590151795,0.8565297363580625
2007_003051_car,0.9478347271673428,0.8503515895810637,0.9636213991769548,0.890126988907293
2007_003088_person,0.8682707721079348,0.5390271493212669,0.8453012294732534,0.6338700372371112
2007_003101_bus,0.9663015934372718,0.697004738267148,0.9543018189363026,0.6456812569536783
2007_003106_person,0.8476937228963161,0.6875135065047326,0.8810466985082736,0.8103153263260816
2007_003110_dog,0.626454615981381,0.6465320029204186,0.72225405921681,0.7268172888015717
2007_003131_boat,0.6916275214147555,0.7080366225839267,0.8393998332870242,0.8108003108003108
2007_003134_person,0.546763607323789,0.26920547224414626,0.7511187971115892,0.6985662444063495
2007_003137_bus,0.956446777576202,0.791384198200419,0.930368003298629,0.703055763365368
2007_003143_car,0.9603756298671553,0.8308638951815344,0.9648051397910195,0.8393298714144412
2007_003169_cat,0.6405203407277013,0.44092514923165277,0.669386377927396,0.51301591823653
2007_003188_bicycle,0.3466751152884852,0.544844807660558,0.3967005796279032,0.6627775143781822
2007_003188_person,0.8574293430305623,0.6783320722084099,0.877972085838804,0.735292499036927
2007_003194_dog,0.8454658749358551,0.7721033424566642,0.8619031003887947,0.8067462070997201
2007_003195_bus,0.9255749305029063,0.8202008112241506,0.9420280732674514,0.8651188125553211
2007_003195_car,0.5396666666666666,0.6653259197917899,0.5651476251604621,0.6753277153558053
2007_003201_cow,0.8527410622835683,0.7224412940550423,0.8520918951694402,0.8482671933919914
2007_003349_bird,0.9169137573728678,0.7633777600954844,0.9673246422467241,0.9372886566246542
2007_003367_motorbike,0.8506962806275339,0.8424012979989184,0.8710182767624021,0.8952929875120077
2007_003367_person,0.774728781110402,0.866331184148451,0.8343516632722335,0.8860037998733375
2007_003367_pottedplant,0.3686695278969957,0.450359602724609,0.286039367391057,0.3371660466689212
2007_003373_dog,0.7438370293965962,0.5474303611256109,0.8092394078611537,0.6513157894736842
2007_003373_person,0.9144845169171933,0.8109152661474498,0.9605930550136559,0.9124487004103967
2007_003499_train,0.9540143142314621,0.8305962988348183,0.9537381963094517,0.8256748682852643
2007_003503_bus,0.8664379890663523,0.6571656595599134,0.9809577829997569,0.9381771829190567
2007_003503_car,0.782653694887187,0.8282682970688725,0.6376298394711992,0.6076445293836599
2007_003503_person,0.662663077241665,0.7380295211808472,0.8194842406876791,0.9485165794066318
2007_003506_pottedplant,0.02081657604324185,0.18300782534359178,0.010319230385140309,0.20586053412462907
2007_003530_person,0.8993032696949748,0.7195975137274577,0.944813829787234,0.866448857937122
2007_003530_sofa,0.7744418783679754,0.4950637364300034,0.919329800331888,0.6466063172617429
2007_003571_boat,0.9059299191374663,0.8515962036238136,0.9541134944338854,0.889792899408284
2007_003587_train,0.8294065926178471,0.5261522884690614,0.8198219693493622,0.5596731978180572
2007_003621_bicycle,0.2357470753739079,0.7889866405995438,0.24429152330309664,0.7766160320904847
2007_003621_bus,0.4824478178368121,0.4101548433561397,0.5415103189493433,0.4520385875500546
2007_003621_person,0.8094800661399963,0.746326164874552,0.8868274582560297,0.8425004523249503
2007_003682_bird,0.7804132712456344,0.8188904172397983,0.8600928445653914,0.8956457835752343
2007_003711_bus,0.9414420115597182,0.68460991827826,0.9406645345710809,0.6821376912731241
2007_003742_diningtable,0.7870582099731215,0.31642569329224934,0.24230970284289677,0.16519174041297935
2007_003742_person,0.9318838254172015,0.6469024503005085,0.9345925437149456,0.717948717948718
2007_003786_bus,0.8549586776859505,0.7528163725122042,0.9493191358656701,0.9026052104208416
2007_003841_cow,0.2654430968480555,0.1975354544005949,0.943193856956162,0.6182834954034051
2007_003848_train,0.6865747570839904,0.4314350551113032,0.9249113604351838,0.8075085100811731
