image_name,Dp,Gd,Gc,sp,ctr,bri,tex,frac,Sm,prompt
10444876124_bd55a85740_o_car,0.5002759099006653,0.0,0.0,0.0,0.0,0.4997240900993347,0.0,0.0,0.0,0.0
10625393575_6f9fd7f779_o_sheep,0.0,0.5001091361045837,0.0,0.0,0.0,0.49989086389541626,0.0,0.0,0.0,0.0
11937588834_d5a78a9c5d_o_bottle,0.0,0.0,0.0,0.0,0.500162661075592,0.0,0.49983733892440796,0.0,0.0,0.0
12288804004_ae1b540c4c_o_aeroplane,0.0,0.5001691579818726,0.0,0.0,0.0,0.49983084201812744,0.0,0.0,0.0,0.0
1239139870_276e6a2ef9_o_person,0.5005052089691162,0.0,0.0,0.0,0.4994947910308838,0.0,0.0,0.0,0.0,0.0
126835587_90b6eebfa7_o_cat,0.500699654242386,0.0,0.0,0.0,0.0,0.49930034575761395,0.0,0.0,0.0,0.0
12876707363_6ba70c8af5_o_bird,0.0,0.0,0.0,0.0,0.0,0.5003265440658655,0.0,0.0,0.4996734559341345,0.0
14111980784_2d38dfcc02_o_dog,0.5006654411752653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49933455882473465,0.0
14235576713_d3dfbe13b1_o_motorbike,0.0,0.5001732707023621,0.0,0.0,0.0,0.49982672929763794,0.0,0.0,0.0,0.0
14235576713_d3dfbe13b1_o_person,0.500883951809524,0.0,0.0,0.49911604819047595,0.0,0.0,0.0,0.0,0.0,0.0
15172808539_97b76ceeab_o_train,0.500346496711567,0.0,0.0,0.0,0.0,0.49965350328843305,0.0,0.0,0.0,0.0
15867520885_ae5da447c5_o_cat,0.5006847977638245,0.0,0.0,0.0,0.0,0.49931520223617554,0.0,0.0,0.0,0.0
15867520885_ae5da447c5_o_pottedplant,0.0,0.0,0.0,0.0,0.0,0.5000330954799979,0.0,0.0,0.49996690452000214,0.0
17102199419_a33fb5c196_o_train,0.5006432980107278,0.0,0.4993567019892722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607850431_ff980d219e_o_train,0.5000335723171703,0.0,0.0,0.0,0.0,0.49996642768282973,0.0,0.0,0.0,0.0
26480820297_67bf66f8b5_o_dog,0.500153660774231,0.49984633922576904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26480820297_67bf66f8b5_o_person,0.0,0.0,0.0,0.0,0.4998909682002952,0.0,0.0,0.0,0.0,0.5001090317997048
2662086708_2ba0663717_o_bottle,0.5001564323808889,0.0,0.0,0.0,0.4998435676191111,0.0,0.0,0.0,0.0,0.0
2662086708_2ba0663717_o_person,0.0,0.49981212615966797,0.0,0.0,0.0,0.0,0.500187873840332,0.0,0.0,0.0
2732235809_2876233055_o_car,0.0,0.5001101046833427,0.0,0.0,0.0,0.4998898953166573,0.0,0.0,0.0,0.0
2732235809_2876233055_o_person,0.5006342530250549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49936574697494507
3048863084_d75a1117bb_o_horse,0.5007360876045279,0.0,0.0,0.4992639123954721,0.0,0.0,0.0,0.0,0.0,0.0
3149358543_538d50ec27_o_bicycle,0.0,0.0,0.0,0.0,0.0,0.500316530447213,0.0,0.0,0.499683469552787,0.0
31640175417_55233a16d7_o_pottedplant,0.0,0.0,0.0,0.0,0.49929481744766235,0.0,0.5007051825523376,0.0,0.0,0.0
31640175417_55233a16d7_o_sofa,0.0,0.0,0.0,0.0,0.49960318205375565,0.0,0.5003968179462444,0.0,0.0,0.0
31640175417_55233a16d7_o_tv,0.0,0.0,0.0,0.0,0.5002973377881847,0.0,0.0,0.0,0.0,0.49970266221181525
32458719610_ce4f95b295_o_boat,0.0,0.0,0.0,0.0,0.0,0.5004297941795053,0.0,0.0,0.4995702058204947,0.0
33129627671_6d852bcb1b_o_dog,0.0,0.5006331205368042,0.0,0.0,0.0,0.0,0.4993668794631958,0.0,0.0,0.0
33129627671_6d852bcb1b_o_person,0.0,0.0,0.0,0.0,0.0,0.5003279894492629,0.0,0.49967201055073707,0.0,0.0
33216685756_213d2fce9b_o_dog,0.0,0.0,0.0,0.0,0.0,0.5001727938652039,0.0,0.0,0.49982720613479614,0.0
33216685756_213d2fce9b_o_person,0.0,0.4999607354414244,0.0,0.0,0.0,0.5000392645585756,0.0,0.0,0.0,0.0
33418369478_34e2d414b0_o_bird,0.0,0.49983662366867065,0.0,0.0,0.0,0.5001633763313293,0.0,0.0,0.0,0.0
33854031078_243f790e9a_o_boat,0.0,0.5000952333183517,0.0,0.0,0.0,0.4999047666816483,0.0,0.0,0.0,0.0
34432213793_e3b4cd4bfb_o_chair,0.0,0.0,0.0,0.0,0.0,0.5004367083180932,0.49956329168190683,0.0,0.0,0.0
3452305385_03f6b12637_o_pottedplant,0.49998728930912284,0.0,0.0,0.0,0.0,0.5000127106908772,0.0,0.0,0.0,0.0
3504931215_2197746522_o_cow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001046508519456,0.0,0.49989534914805445
35437209365_176181ff01_bird,0.0,0.0,0.0,0.0,0.5001534670545618,0.49984653294543824,0.0,0.0,0.0,0.0
3574155766_446628652d_o_bird,0.5007721185684204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4992278814315796,0.0
3597146429_174598be9a_o_tv,0.0,0.0,0.0,0.0,0.4998643398284912,0.5001356601715088,0.0,0.0,0.0,0.0
3672689292_95ed122fee_o_bus,0.5008323192596436,0.0,0.0,0.49916768074035645,0.0,0.0,0.0,0.0,0.0,0.0
37605487856_c7d4797304_o_aeroplane,0.0,0.5000371932983398,0.0,0.0,0.0,0.49996280670166016,0.0,0.0,0.0,0.0
3797521857_7fb15f0c39_o_bus,0.0,0.4999784827232361,0.0,0.0,0.0,0.5000215172767639,0.0,0.0,0.0,0.0
3797521857_7fb15f0c39_o_car,0.0,0.5003346949915497,0.0,0.0,0.0,0.4996653050084503,0.0,0.0,0.0,0.0
3837042975_f05796e37a_o_bicycle,0.0,0.0,0.0,0.0,0.0,0.5003854185457652,0.0,0.49961458145423476,0.0,0.0
3837042975_f05796e37a_o_person,0.5004755407713515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4995244592286485
38651289064_b2182b92f6_o_cat,0.5001684874245975,0.0,0.0,0.0,0.0,0.4998315125754025,0.0,0.0,0.0,0.0
40833828660_5b2d7a0f4b_o_cat,0.500541627407074,0.0,0.0,0.0,0.0,0.499458372592926,0.0,0.0,0.0,0.0
42343162002_e8d7500951_o_aeroplane,0.5006738751925863,0.0,0.4993261248074137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450861797_39f2775ae5_o_car,0.0,0.5004057884216309,0.0,0.0,0.0,0.49959421157836914,0.0,0.0,0.0,0.0
4450861797_39f2775ae5_o_person,0.5000526756032504,0.0,0.0,0.0,0.0,0.0,0.0,0.4999473243967496,0.0,0.0
44719330025_1e26bb2ea6_o_bottle,0.0,0.0,0.0,0.0,0.5004426687823931,0.4995573312176069,0.0,0.0,0.0,0.0
44719330025_1e26bb2ea6_o_person,0.0,0.0,0.0,0.0,0.4997751712799072,0.5002248287200928,0.0,0.0,0.0,0.0
45984303151_b01eac2b2e_o_bird,0.49985094368902017,0.0,0.0,0.0,0.0,0.5001490563109798,0.0,0.0,0.0,0.0
4652537341_8e3d911398_o_sheep,0.5006081312713584,0.0,0.4993918687286416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4717047473_f0c8f303a6_o_tv,0.0,0.4998664855957031,0.0,0.0,0.0,0.5001335144042969,0.0,0.0,0.0,0.0
4723313782_5ea3d2c389_o_chair,0.0,0.0,0.0,0.0,0.0,0.5000663548727737,0.0,0.49993364512722627,0.0,0.0
4723313782_5ea3d2c389_o_diningtable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001872777938843,0.0,0.4998127222061157
4723313782_5ea3d2c389_o_person,0.5003079921098945,0.0,0.0,0.0,0.0,0.4996920078901055,0.0,0.0,0.0,0.0
4735390680_bd6796c28d_o_cat,0.5005151033401489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994848966598511,0.0
47387878741_0c2da86654_o_bottle,0.0,0.0,0.0,0.0,0.5005787461823599,0.49942125381764013,0.0,0.0,0.0,0.0
47387878741_0c2da86654_o_diningtable,0.0,0.0,0.0,0.0,0.5002739727660401,0.49972602723395987,0.0,0.0,0.0,0.0
47387878741_0c2da86654_o_person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998667389194149,0.0,0.5001332610805851
4760186444_1456cb9bc0_o_bus,0.5007405877113342,0.0,0.49925941228866577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838895562_2664b6eca5_o_sofa,0.4995234757803835,0.0,0.0,0.0,0.0,0.0,0.5004765242196165,0.0,0.0,0.0
4914354205_08447ec61a_o_chair,0.0,0.0,0.0,0.0,0.5003996938347908,0.49960030616520923,0.0,0.0,0.0,0.0
4982019059_08cbd87a53_o_cow,0.5005646497179463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49943535028205366
5026136615_b64f7ac510_o_boat,0.0,0.5001769661903381,0.0,0.0,0.49982303380966187,0.0,0.0,0.0,0.0,0.0
5193713346_5ac12837d0_o_sofa,0.0,0.499644204963571,0.0,0.0,0.500355795036429,0.0,0.0,0.0,0.0,0.0
5435324902_2f5b7aa7f0_o_horse,0.0,0.5000704526901245,0.0,0.0,0.0,0.4999295473098755,0.0,0.0,0.0,0.0
5435324902_2f5b7aa7f0_o_person,0.5002545118331909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997454881668091
5440958464_90844cabbb_o_sheep,0.5006047189596128,0.0,0.4993952810403872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5598547329_c160eac6e4_o_train,0.5004336833953857,0.0,0.0,0.0,0.49956631660461426,0.0,0.0,0.0,0.0,0.0
6128334770_3960b7a82a_o_person,0.0,0.0,0.0,0.0,0.4996145963668823,0.5003854036331177,0.0,0.0,0.0,0.0
6142607402_f286d3a354_o_bicycle,0.0,0.5000903606414795,0.0,0.0,0.0,0.4999096393585205,0.0,0.0,0.0,0.0
6142607402_f286d3a354_o_person,0.5004988163560982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49950118364390184
6532340593_1010b553aa_o_dog,0.49995741247876957,0.0,0.0,0.0,0.0,0.5000425875212304,0.0,0.0,0.0,0.0
6883254313_51feed67e6_o_chair,0.0,0.5006239414215088,0.0,0.0,0.0,0.4993760585784912,0.0,0.0,0.0,0.0
6913716501_4057c5aac1_o_person,0.0,0.0,0.0,0.0,0.49978332220862276,0.5002166777913772,0.0,0.0,0.0,0.0
6989656297_8ef3480277_o_chair,0.0,0.0,0.0,0.0,0.0,0.0,0.49985092878341675,0.5001490712165833,0.0,0.0
7683097726_e3b2038a71_o_pottedplant,0.5007051825523376,0.0,0.0,0.0,0.0,0.49929481744766235,0.0,0.0,0.0,0.0
7827876134_3d072629f7_o_chair,0.0,0.0,0.0,0.0,0.0,0.5005003660768161,0.0,0.0,0.49949963392318386,0.0
7874701602_453598c806_o_aeroplane,0.49989789724349976,0.0,0.0,0.0,0.0,0.5001021027565002,0.0,0.0,0.0,0.0
8087056340_10fc3e147a_o_cow,0.0,0.5000196099281311,0.0,0.0,0.0,0.4999803900718689,0.0,0.0,0.0,0.0
8116513233_e19e361832_o_car,0.0,0.49983742834106515,0.0,0.0,0.0,0.5001625716589349,0.0,0.0,0.0,0.0
8116513233_e19e361832_o_person,0.5004710257334128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49952897426658716
875573147_30d7cc154c_o_motorbike,0.5005436986522764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49945630134772356,0.0
8838625145_83995f865b_o_car,0.0,0.500102162361145,0.0,0.0,0.0,0.499897837638855,0.0,0.0,0.0,0.0
9177961476_282319e5c4_o_person,0.5003663897514343,0.0,0.0,0.0,0.0,0.0,0.0,0.4996336102485657,0.0,0.0
9177961476_282319e5c4_o_sofa,0.0,0.5002754777587808,0.0,0.0,0.0,0.0,0.4997245222412192,0.0,0.0,0.0
9285088423_dd762ebc2a_o_horse,0.5001622438430786,0.0,0.0,0.0,0.0,0.0,0.0,0.4998377561569214,0.0,0.0
