subdir,unrefined_iou,unrefined_boundary_iou,refined_iou,refined_boundary_iou
0_0_147,0.7363941038645194,0.5134559019451106,0.8779551569506726,0.7713397399660825
0_0_155,0.13194033335278865,0.0,0.006996235528091484,0.325931111733408
0_0_272,0.9047828448744147,0.6968634686346864,0.9284972713962465,0.7841854934601664
0_0_280,0.9634018917729873,0.8630590833793484,0.9934718437783833,0.9751446325262482
0_0_284,0.8194454145421527,0.7822348107887417,0.6834086410993689,0.7462468673203727
0_0_307,0.8304510607951506,0.6382214677461479,0.9566701431686736,0.7903912589378966
0_0_355,0.8822881737650768,0.50947426067908,0.9504886345229739,0.8143740703045487
0_0_431,0.6674948379190518,0.3568368842295119,0.9664034066995123,0.8608705008877172
0_0_547,0.9542352672569065,0.87470836978711,0.9798435462842242,0.9426273254040866
0_0_579,0.3507259392306541,0.024008180565229634,0.2837456557803853,0.0010635424404078601
0_0_610,0.8846031409168081,0.7121771217712177,0.9337304964539007,0.8267589049161025
0_0_735,0.7935255125635887,0.4872457349081365,0.8244866579107537,0.5564346218342865
0_0_77,0.8900525187233911,0.6442226198323759,0.9207719818281406,0.7464097715541473
0_0_775,0.8666950475379595,0.6737022987387737,0.9799974148516771,0.9472781287919997
0_0_818,0.6637800571716832,0.5557359138442328,0.7062376059131061,0.6980852518805561
0_0_840,0.8286611105097954,0.6749797633272945,0.9333987489267754,0.908723787281662
0_0_899,0.8591400127091718,0.8848089468779125,0.9610528823249166,0.9706350258517831
0_0_951,0.6823610941258,0.44401765894295764,0.9581837136568979,0.9124450820407065
0_10_10134,0.89158924506245,0.7677176339285714,0.9598711582337941,0.904835182635458
0_10_10135,0.8882036685641999,0.7332184596943362,0.8541244827889779,0.7395764937623113
0_10_10176,0.9292181871288092,0.7441109813886408,0.9868653307029385,0.8956615550589504
0_10_10283,0.3475702726719985,0.14846051410354708,0.5229972927859057,0.1894482876419848
0_10_10343,0.7424611993423311,0.49314311711945924,0.7542425915700349,0.46249649368863954
0_10_10392,0.6860950789793439,0.5125026791455312,0.9041167960015783,0.7821288176595101
0_10_10396,0.951462156713878,0.8310555963752143,0.9629954979685956,0.8784282034446184
0_10_10484,0.25710832392161526,0.3959594537519358,0.2403286006686857,0.18309633486881635
0_10_10507,0.8747923752273986,0.8323645227826739,0.9567906768265352,0.9542045005921832
0_10_10536,0.9671493345034372,0.8821659799882283,0.9602839021443672,0.8703953147877013
0_10_10545,0.9384552886812573,0.8378016085790885,0.9792645391219829,0.947813516443802
0_10_10600,0.8664697842428976,0.55625,0.9778722690015945,0.915601273573353
