image_name,Dp,Gd,Gc,sp,ctr,bri,tex,frac,Sm,prompt
bike-packing_00014_obj1,0.0,0.5034033806146199,0.0,0.49659661938538013,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00014_obj2,0.5016233175509179,0.0,0.0,0.0,0.0,0.0,0.49837668244908206,0.0,0.0,0.0
bike-packing_00020_obj1,0.0,0.49779905385377843,0.0,0.5022009461462216,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00020_obj2,0.5003281831741333,0.0,0.0,0.0,0.0,0.4996718168258667,0.0,0.0,0.0,0.0
bike-packing_00026_obj1,0.0,0.4975144863128662,0.0,0.5024855136871338,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00026_obj2,0.0,0.5014245063491019,0.0,0.0,0.49857549365089815,0.0,0.0,0.0,0.0,0.0
bike-packing_00032_obj1,0.49655082842404674,0.0,0.0,0.5034491715759533,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00032_obj2,0.5000141263008118,0.0,0.0,0.0,0.0,0.49998587369918823,0.0,0.0,0.0,0.0
bike-packing_00038_obj1,0.4964752643250008,0.0,0.0,0.5035247356749992,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00038_obj2,0.0,0.5012000053763388,0.0,0.0,0.0,0.4987999946236612,0.0,0.0,0.0,0.0
bike-packing_00044_obj1,0.49684144565935595,0.0,0.0,0.503158554340644,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00044_obj2,0.0,0.5009203254627987,0.0,0.0,0.0,0.49907967453720126,0.0,0.0,0.0,0.0
bike-packing_00050_obj1,0.0,0.4978989512354448,0.0,0.5021010487645552,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00050_obj2,0.49869807068413285,0.5013019293158671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00056_obj1,0.0,0.5024539828300476,0.0,0.4975460171699524,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00056_obj2,0.5011035203933716,0.0,0.0,0.0,0.0,0.4988964796066284,0.0,0.0,0.0,0.0
bike-packing_00062_obj1,0.0,0.5030542761997663,0.0,0.4969457238002337,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00062_obj2,0.5001263469419972,0.4998736530580028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00068_obj1,0.0,0.5009405762237482,0.0,0.4990594237762518,0.0,0.0,0.0,0.0,0.0,0.0
bike-packing_00068_obj2,0.4987925440432863,0.5012074559567137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackswan_00004_obj1,0.0,0.0,0.0,0.0,0.0,0.4999926537273125,0.0,0.0,0.0,0.5000073462726875
blackswan_00009_obj1,0.5007487684711447,0.0,0.0,0.4992512315288553,0.0,0.0,0.0,0.0,0.0,0.0
blackswan_00014_obj1,0.5000882893827048,0.0,0.0,0.0,0.4999117106172952,0.0,0.0,0.0,0.0,0.0
blackswan_00019_obj1,0.5006666779518127,0.0,0.0,0.0,0.0,0.0,0.0,0.49933332204818726,0.0,0.0
blackswan_00024_obj1,0.5004141032942595,0.0,0.0,0.0,0.0,0.4995858967057405,0.0,0.0,0.0,0.0
blackswan_00029_obj1,0.5005536824629808,0.0,0.0,0.0,0.0,0.4994463175370192,0.0,0.0,0.0,0.0
blackswan_00034_obj1,0.5005318522453308,0.0,0.0,0.0,0.0,0.4994681477546692,0.0,0.0,0.0,0.0
blackswan_00039_obj1,0.5001121759414673,0.0,0.0,0.0,0.0,0.4998878240585327,0.0,0.0,0.0,0.0
blackswan_00044_obj1,0.5007187128067017,0.0,0.0,0.0,0.0,0.49928128719329834,0.0,0.0,0.0,0.0
blackswan_00049_obj1,0.0,0.0,0.0,0.0,0.4999791532761111,0.5000208467238889,0.0,0.0,0.0,0.0
bmx-trees_00007_obj1,0.0,0.4999889135360718,0.0,0.0,0.0,0.0,0.5000110864639282,0.0,0.0,0.0
bmx-trees_00007_obj2,0.5012194960945995,0.0,0.0,0.0,0.0,0.0,0.4987805039054005,0.0,0.0,0.0
bmx-trees_00015_obj1,0.0,0.0,0.0,0.0,0.0,0.5002201199531555,0.4997798800468445,0.0,0.0,0.0
bmx-trees_00015_obj2,0.0,0.4994158148765564,0.0,0.0,0.5005841851234436,0.0,0.0,0.0,0.0,0.0
bmx-trees_00023_obj1,0.0,0.49953246116638184,0.0,0.0,0.0,0.0,0.5004675388336182,0.0,0.0,0.0
bmx-trees_00023_obj2,0.0,0.0,0.0,0.0,0.5003725141175832,0.4996274858824168,0.0,0.0,0.0,0.0
bmx-trees_00031_obj1,0.4994942545890808,0.0,0.0,0.0,0.0,0.0,0.5005057454109192,0.0,0.0,0.0
bmx-trees_00031_obj2,0.5001574456785587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998425543214413,0.0
bmx-trees_00039_obj1,0.0,0.0,0.0,0.0,0.0,0.4997689127922058,0.5002310872077942,0.0,0.0,0.0
bmx-trees_00039_obj2,0.5000232607133168,0.0,0.0,0.0,0.0,0.4999767392866832,0.0,0.0,0.0,0.0
bmx-trees_00047_obj1,0.0,0.0,0.0,0.0,0.0,0.49934637546539307,0.5006536245346069,0.0,0.0,0.0
bmx-trees_00047_obj2,0.0,0.0,0.0,0.0,0.5002190470695496,0.49978095293045044,0.0,0.0,0.0,0.0
bmx-trees_00055_obj1,0.0,0.0,0.0,0.0,0.0,0.5000869780804806,0.49991302191951936,0.0,0.0,0.0
bmx-trees_00055_obj2,0.5000431388603706,0.0,0.0,0.0,0.0,0.49995686113962945,0.0,0.0,0.0,0.0
bmx-trees_00063_obj1,0.0,0.0,0.0,0.0,0.5002726316452026,0.49972736835479736,0.0,0.0,0.0,0.0
bmx-trees_00063_obj2,0.0,0.5014715045251994,0.0,0.0,0.0,0.4985284954748006,0.0,0.0,0.0,0.0
bmx-trees_00071_obj1,0.0,0.0,0.0,0.0,0.49947941303253174,0.0,0.5005205869674683,0.0,0.0,0.0
bmx-trees_00071_obj2,0.0,0.0,0.0,0.0,0.5005155801773071,0.0,0.0,0.0,0.0,0.49948441982269287
bmx-trees_00079_obj1,0.0,0.49971936642287274,0.0,0.0,0.0,0.0,0.5002806335771273,0.0,0.0,0.0
bmx-trees_00079_obj2,0.0,0.49972863496158615,0.0,0.0,0.5002713650384139,0.0,0.0,0.0,0.0,0.0
breakdance_00011_obj1,0.0,0.4995737075805664,0.0,0.0,0.5004262924194336,0.0,0.0,0.0,0.0,0.0
breakdance_00019_obj1,0.4994105100631714,0.0,0.0,0.0,0.5005894899368286,0.0,0.0,0.0,0.0,0.0
breakdance_00027_obj1,0.0,0.0,0.0,0.0,0.4993604719257636,0.0,0.5006395280742364,0.0,0.0,0.0
breakdance_00035_obj1,0.5004051923751831,0.0,0.0,0.0,0.0,0.4995948076248169,0.0,0.0,0.0,0.0
breakdance_00043_obj1,0.0,0.0,0.0,0.0,0.5007147789001465,0.4992852210998535,0.0,0.0,0.0,0.0
breakdance_00051_obj1,0.0,0.5004448294639587,0.0,0.0,0.49955517053604126,0.0,0.0,0.0,0.0,0.0
breakdance_00059_obj1,0.0,0.4990392327308655,0.0,0.0,0.0,0.0,0.5009607672691345,0.0,0.0,0.0
breakdance_00067_obj1,0.4997134804725647,0.0,0.0,0.0,0.5002865195274353,0.0,0.0,0.0,0.0,0.0
breakdance_00075_obj1,0.0,0.0,0.0,0.0,0.5001639574717296,0.4998360425282704,0.0,0.0,0.0,0.0
breakdance_00083_obj1,0.5001144409179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49988555908203125
camel_00008_obj1,0.500032514331787,0.0,0.49996748566821303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camel_00017_obj1,0.500012502073869,0.0,0.49998749792613095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camel_00026_obj1,0.5004397630691528,0.0,0.49956023693084717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camel_00035_obj1,0.5007736682891846,0.0,0.0,0.49922633171081543,0.0,0.0,0.0,0.0,0.0,0.0
camel_00044_obj1,0.5007078796836102,0.0,0.0,0.4992921203163898,0.0,0.0,0.0,0.0,0.0,0.0
camel_00053_obj1,0.49997496604919434,0.0,0.5000250339508057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camel_00062_obj1,0.5007011890411377,0.0,0.0,0.4992988109588623,0.0,0.0,0.0,0.0,0.0,0.0
camel_00071_obj1,0.5006564855575562,0.0,0.0,0.49934351444244385,0.0,0.0,0.0,0.0,0.0,0.0
camel_00080_obj1,0.5007310509681702,0.0,0.0,0.0,0.49926894903182983,0.0,0.0,0.0,0.0,0.0
camel_00089_obj1,0.5008265972137451,0.0,0.0,0.4991734027862549,0.0,0.0,0.0,0.0,0.0,0.0
car-roundabout_00011_obj1,0.0,0.0,0.0,0.0,0.4999349564294504,0.0,0.0,0.0,0.0,0.5000650435705496
car-roundabout_00018_obj1,0.0,0.0,0.0,0.0,0.5000550895945755,0.0,0.49994491040542455,0.0,0.0,0.0
car-roundabout_00025_obj1,0.5006406009579063,0.0,0.0,0.0,0.0,0.0,0.0,0.4993593990420937,0.0,0.0
car-roundabout_00032_obj1,0.5004450678825378,0.0,0.0,0.0,0.0,0.0,0.0,0.49955493211746216,0.0,0.0
car-roundabout_00039_obj1,0.5006792843746712,0.0,0.49932071562532876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car-roundabout_00046_obj1,0.4999593645346354,0.0,0.0,0.0,0.0,0.5000406354653646,0.0,0.0,0.0,0.0
car-roundabout_00053_obj1,0.49985346197208536,0.0,0.0,0.0,0.0,0.5001465380279146,0.0,0.0,0.0,0.0
car-roundabout_00060_obj1,0.500482976436615,0.0,0.499517023563385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car-roundabout_00067_obj1,0.5004535466567739,0.0,0.0,0.0,0.0,0.0,0.0,0.4995464533432261,0.0,0.0
car-roundabout_00074_obj1,0.5006819814240342,0.0,0.0,0.0,0.0,0.0,0.0,0.4993180185759658,0.0,0.0
car-shadow_00003_obj1,0.5001050084798035,0.0,0.0,0.0,0.0,0.0,0.0,0.49989499152019645,0.0,0.0
car-shadow_00007_obj1,0.49977850914001465,0.0,0.0,0.0,0.0,0.5002214908599854,0.0,0.0,0.0,0.0
car-shadow_00011_obj1,0.0,0.5000759959220886,0.0,0.0,0.0,0.4999240040779114,0.0,0.0,0.0,0.0
car-shadow_00015_obj1,0.5001588463783264,0.0,0.0,0.0,0.0,0.0,0.0,0.4998411536216736,0.0,0.0
car-shadow_00019_obj1,0.49975699186325073,0.0,0.0,0.0,0.0,0.5002430081367493,0.0,0.0,0.0,0.0
car-shadow_00023_obj1,0.5004834383582044,0.0,0.4995165616417956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car-shadow_00027_obj1,0.0,0.0,0.0,0.0,0.0,0.5000059604644775,0.49999403953552246,0.0,0.0,0.0
car-shadow_00031_obj1,0.500777006149292,0.0,0.0,0.499222993850708,0.0,0.0,0.0,0.0,0.0,0.0
car-shadow_00035_obj1,0.5006247162818909,0.0,0.0,0.0,0.0,0.0,0.0,0.49937528371810913,0.0,0.0
car-shadow_00039_obj1,0.5008058994768292,0.0,0.0,0.4991941005231708,0.0,0.0,0.0,0.0,0.0,0.0
cows_00013_obj1,0.5008138418197632,0.0,0.0,0.4991861581802368,0.0,0.0,0.0,0.0,0.0,0.0
cows_00023_obj1,0.5000199675559998,0.0,0.49998003244400024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cows_00033_obj1,0.4999828338623047,0.0,0.5000171661376953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cows_00043_obj1,0.5007719397544861,0.0,0.0,0.4992280602455139,0.0,0.0,0.0,0.0,0.0,0.0
cows_00053_obj1,0.5007785558700562,0.0,0.0,0.49922144412994385,0.0,0.0,0.0,0.0,0.0,0.0
cows_00063_obj1,0.5007030367851257,0.0,0.49929696321487427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cows_00073_obj1,0.500730574131012,0.0,0.0,0.49926942586898804,0.0,0.0,0.0,0.0,0.0,0.0
cows_00083_obj1,0.5002067685127258,0.0,0.49979323148727417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cows_00093_obj1,0.5007786750793457,0.0,0.0,0.4992213249206543,0.0,0.0,0.0,0.0,0.0,0.0
cows_00103_obj1,0.5006346702575684,0.0,0.49936532974243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dance-twirl_00008_obj1,0.0,0.4998782277107239,0.0,0.0,0.0,0.0,0.5001217722892761,0.0,0.0,0.0
dance-twirl_00017_obj1,0.0,0.0,0.0,0.0,0.4991534501566455,0.0,0.5008465498433545,0.0,0.0,0.0
dance-twirl_00026_obj1,0.5000065565109253,0.0,0.0,0.0,0.4999934434890747,0.0,0.0,0.0,0.0,0.0
dance-twirl_00035_obj1,0.0,0.0,0.0,0.0,0.5003895014408379,0.49961049855916206,0.0,0.0,0.0,0.0
dance-twirl_00044_obj1,0.5001180022919773,0.0,0.0,0.0,0.49988199770802266,0.0,0.0,0.0,0.0,0.0
dance-twirl_00053_obj1,0.0,0.500072181224823,0.0,0.0,0.499927818775177,0.0,0.0,0.0,0.0,0.0
dance-twirl_00062_obj1,0.0,0.4999171048427491,0.0,0.0,0.5000828951572509,0.0,0.0,0.0,0.0,0.0
dance-twirl_00071_obj1,0.0,0.49954952300937405,0.0,0.0,0.0,0.0,0.500450476990626,0.0,0.0,0.0
dance-twirl_00080_obj1,0.0,0.499120607998353,0.0,0.0,0.0,0.0,0.500879392001647,0.0,0.0,0.0
dance-twirl_00089_obj1,0.49949721990517437,0.0,0.0,0.0,0.5005027800948256,0.0,0.0,0.0,0.0,0.0
dog_00005_obj1,0.4999473840013926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000526159986074
dog_00011_obj1,0.0,0.0,0.49996307492036074,0.0,0.0,0.0,0.0,0.0,0.0,0.5000369250796393
dog_00017_obj1,0.5007255673408508,0.0,0.0,0.0,0.0,0.0,0.0,0.49927443265914917,0.0,0.0
dog_00023_obj1,0.5002802014350891,0.0,0.0,0.0,0.4997197985649109,0.0,0.0,0.0,0.0,0.0
dog_00029_obj1,0.0,0.0,0.0,0.0,0.5000520795568204,0.0,0.0,0.0,0.0,0.4999479204431796
dog_00035_obj1,0.500127822153102,0.0,0.49987217784689797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog_00041_obj1,0.5002480596230012,0.0,0.0,0.0,0.0,0.0,0.0,0.49975194037699877,0.0,0.0
dog_00047_obj1,0.5005276352324377,0.0,0.4994723647675623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog_00053_obj1,0.5001327991485596,0.0,0.49986720085144043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
